OLD URL,Action,NEW URL,Family,Template,Entry visits,GSC clicks,GSC impressions,Backlinks,Indexed?,Assets,QA status,Notes
/,KEEP,/,home,mixed,518040,,,,,11,,h1_count=2
/1-jun-blog-sample.html,HOLD,,blog,bespoke,0,,,,,11,,no entry traffic in 6yr
/1.french-word-a-day.html,KEEP,/1.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1227,,,,,0,,h1_count=0
/1.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/1.html,KEEP,/1.html,spanish word-of-day (N.html),TEMPLATED,243,,,,,1,,h1_count=0
/10.french-word-a-day.html,KEEP,/10.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1679,,,,,0,,h1_count=0
/10.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/10.html,KEEP,/10.html,spanish word-of-day (N.html),TEMPLATED,260,,,,,1,,h1_count=0
/10Apr-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/10Aug-daily-italian-lesson.html,KEEP,/10Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,307,,,,,1,,h1_count=0; TrafficWave
/10Dec-daily-italian-lesson.html,KEEP,/10Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3022,,,,,1,,h1_count=0; TrafficWave
/10Feb-daily-italian-lesson.html,KEEP,/10Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,191,,,,,1,,h1_count=0; TrafficWave
/10Jan-daily-italian-lesson.html,KEEP,/10Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1699,,,,,1,,h1_count=0; TrafficWave
/10Jul-daily-italian-lesson.html,KEEP,/10Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,102,,,,,1,,h1_count=0; TrafficWave
/10Jun-daily-italian-lesson.html,KEEP,/10Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,309,,,,,1,,h1_count=0; TrafficWave
/10Mar-daily-italian-lesson.html,KEEP,/10Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,7475,,,,,1,,h1_count=0; TrafficWave
/10May-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/10Nov-daily-italian-lesson.html,KEEP,/10Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,28,,,,,1,,h1_count=0; TrafficWave
/10Oct-daily-italian-lesson.html,KEEP,/10Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,223,,,,,1,,h1_count=0; TrafficWave
/10Sep-daily-italian-lesson.html,KEEP,/10Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,165,,,,,1,,h1_count=0; TrafficWave
/10french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/10german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/10spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/10travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/10travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/11.french-word-a-day.html,KEEP,/11.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1542,,,,,0,,h1_count=0
/11.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/11.html,KEEP,/11.html,spanish word-of-day (N.html),TEMPLATED,327,,,,,0,,h1_count=0
/11Apr-daily-italian-lesson.html,KEEP,/11Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,676,,,,,1,,h1_count=0; TrafficWave
/11Aug-daily-italian-lesson.html,KEEP,/11Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,71,,,,,1,,h1_count=0; TrafficWave
/11Dec-daily-italian-lesson.html,KEEP,/11Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,742,,,,,1,,h1_count=0; TrafficWave
/11Feb-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/11Jan-daily-italian-lesson.html,KEEP,/11Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,480,,,,,1,,h1_count=0; TrafficWave
/11Jul-daily-italian-lesson.html,KEEP,/11Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,21,,,,,1,,h1_count=0; TrafficWave
/11Jun-daily-italian-lesson.html,KEEP,/11Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,225,,,,,1,,h1_count=0; TrafficWave
/11Mar-daily-italian-lesson.html,KEEP,/11Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,5391,,,,,1,,h1_count=0; TrafficWave
/11May-daily-italian-lesson.html,KEEP,/11May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3136,,,,,1,,h1_count=0; TrafficWave
/11Nov-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/11Oct-daily-italian-lesson.html,KEEP,/11Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,24,,,,,1,,h1_count=0; TrafficWave
/11Sep-daily-italian-lesson.html,KEEP,/11Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,13198,,,,,1,,h1_count=0; TrafficWave
/11french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/11german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/11spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/11travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/12.french-word-a-day.html,KEEP,/12.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1574,,,,,0,,h1_count=0
/12.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/12.html,KEEP,/12.html,spanish word-of-day (N.html),TEMPLATED,381,,,,,0,,h1_count=0
/12Apr-daily-italian-lesson.html,KEEP,/12Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,27,,,,,1,,h1_count=0; TrafficWave
/12Aug-daily-italian-lesson.html,KEEP,/12Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,968,,,,,1,,h1_count=0; TrafficWave
/12Dec-daily-italian-lesson.html,KEEP,/12Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,85,,,,,1,,h1_count=0; TrafficWave
/12Feb-daily-italian-lesson.html,KEEP,/12Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,29,,,,,1,,h1_count=0; TrafficWave
/12Jan-daily-italian-lesson.html,KEEP,/12Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,325,,,,,1,,h1_count=0; TrafficWave
/12Jul-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/12Jun-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/12Mar-daily-italian-lesson.html,KEEP,/12Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,4212,,,,,1,,h1_count=0; TrafficWave
/12May-daily-italian-lesson.html,KEEP,/12May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,199,,,,,1,,h1_count=0; TrafficWave
/12Nov-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/12Oct-daily-italian-lesson.html,KEEP,/12Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,7457,,,,,1,,h1_count=0; TrafficWave
/12Sep-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/12french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/12german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/12spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/12travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/12travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/13.french-word-a-day.html,KEEP,/13.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1527,,,,,0,,h1_count=0
/13.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,52,,,,,0,,h1_count=0
/13.html,KEEP,/13.html,spanish word-of-day (N.html),TEMPLATED,350,,,,,0,,h1_count=0
/13Apr-daily-italian-lesson.html,KEEP,/13Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1837,,,,,1,,h1_count=0; TrafficWave
/13Aug-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/13Dec-daily-italian-lesson.html,KEEP,/13Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,216,,,,,1,,h1_count=0; TrafficWave
/13Feb-daily-italian-lesson.html,KEEP,/13Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,106,,,,,1,,h1_count=0; TrafficWave
/13Jan-daily-italian-lesson.html,KEEP,/13Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,912,,,,,1,,h1_count=0; TrafficWave
/13Jul-daily-italian-lesson.html,KEEP,/13Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,28,,,,,1,,h1_count=0; TrafficWave
/13Jun-daily-italian-lesson.html,KEEP,/13Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,106,,,,,1,,h1_count=0; TrafficWave
/13Mar-daily-italian-lesson.html,KEEP,/13Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,8664,,,,,1,,h1_count=0; TrafficWave
/13May-daily-italian-lesson.html,KEEP,/13May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,737,,,,,1,,h1_count=0; TrafficWave
/13Nov-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/13Oct-daily-italian-lesson.html,KEEP,/13Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2557,,,,,1,,h1_count=0; TrafficWave
/13Sep-daily-italian-lesson.html,KEEP,/13Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1060,,,,,1,,h1_count=0; TrafficWave
/13french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/13german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/13spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/13travel-french.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/13travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/13travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/14.french-word-a-day.html,KEEP,/14.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1674,,,,,0,,h1_count=0
/14.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/14.html,KEEP,/14.html,spanish word-of-day (N.html),TEMPLATED,330,,,,,0,,h1_count=0
/14Apr-daily-italian-lesson.html,KEEP,/14Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,542,,,,,1,,h1_count=0; TrafficWave
/14Aug-daily-italian-lesson.html,KEEP,/14Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,142,,,,,1,,h1_count=0; TrafficWave
/14Dec-daily-italian-lesson.html,KEEP,/14Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,595,,,,,1,,h1_count=0; TrafficWave
/14Feb-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/14Jan-daily-italian-lesson.html,KEEP,/14Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,7037,,,,,1,,h1_count=0; TrafficWave
/14Jul-daily-italian-lesson.html,KEEP,/14Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,187,,,,,1,,h1_count=0; TrafficWave
/14Jun-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/14Mar-daily-italian-lesson.html,KEEP,/14Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,12209,,,,,1,,h1_count=0; TrafficWave
/14May-daily-italian-lesson.html,KEEP,/14May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,96,,,,,1,,h1_count=0; TrafficWave
/14Nov-daily-italian-lesson.html,KEEP,/14Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,22,,,,,1,,h1_count=0; TrafficWave
/14Oct-daily-italian-lesson.html,KEEP,/14Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3512,,,,,1,,h1_count=0; TrafficWave
/14Sep-daily-italian-lesson.html,KEEP,/14Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,29,,,,,1,,h1_count=0; TrafficWave
/14french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,70,,,,,0,,h1_count=0
/14german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/14spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,57,,,,,0,,h1_count=0
/14travel-french.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/14travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/14travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/15.french-word-a-day.html,KEEP,/15.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1636,,,,,0,,h1_count=0
/15.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,57,,,,,0,,h1_count=0
/15.html,KEEP,/15.html,spanish word-of-day (N.html),TEMPLATED,360,,,,,0,,h1_count=0
/15Apr-daily-italian-lesson.html,KEEP,/15Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,237,,,,,1,,h1_count=0; TrafficWave
/15Aug-daily-italian-lesson.html,KEEP,/15Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,164,,,,,1,,h1_count=0; TrafficWave
/15Dec-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/15Feb-daily-italian-lesson.html,KEEP,/15Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,4350,,,,,1,,h1_count=0; TrafficWave
/15Jan-daily-italian-lesson.html,KEEP,/15Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2012,,,,,1,,h1_count=0; TrafficWave
/15Jul-daily-italian-lesson.html,KEEP,/15Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,9126,,,,,1,,h1_count=0; TrafficWave
/15Jun-daily-italian-lesson.html,KEEP,/15Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,194,,,,,1,,h1_count=0; TrafficWave
/15Mar-daily-italian-lesson.html,KEEP,/15Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2885,,,,,1,,h1_count=0; TrafficWave
/15May-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/15Nov-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/15Oct-daily-italian-lesson.html,KEEP,/15Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,333,,,,,1,,h1_count=0; TrafficWave
/15Sep-daily-italian-lesson.html,KEEP,/15Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,552,,,,,1,,h1_count=0; TrafficWave
/15french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,57,,,,,0,,h1_count=0
/15german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/15spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/15travel-french.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/15travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/15travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/16.french-word-a-day.html,KEEP,/16.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1786,,,,,0,,h1_count=0
/16.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/16.html,KEEP,/16.html,spanish word-of-day (N.html),TEMPLATED,375,,,,,0,,h1_count=0
/16Apr-daily-italian-lesson.html,KEEP,/16Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,106,,,,,1,,h1_count=0; TrafficWave
/16Aug-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/16Dec-daily-italian-lesson.html,KEEP,/16Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,86,,,,,1,,h1_count=0; TrafficWave
/16Dec-trial.html,HOLD,,OTHER / bespoke,bespoke,0,,,,,0,,no entry traffic in 6yr; h1_count=0; TrafficWave
/16Feb-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/16Jan-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/16Jul-daily-italian-lesson.html,KEEP,/16Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,467,,,,,1,,h1_count=0; TrafficWave
/16Jun-daily-italian-lesson.html,KEEP,/16Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,76,,,,,1,,h1_count=0; TrafficWave
/16Mar-daily-italian-lesson.html,KEEP,/16Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,427,,,,,1,,h1_count=0; TrafficWave
/16May-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/16Nov-daily-italian-lesson.html,KEEP,/16Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,6004,,,,,1,,h1_count=0; TrafficWave
/16Oct-daily-italian-lesson.html,KEEP,/16Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,495,,,,,1,,h1_count=0; TrafficWave
/16Sep-daily-italian-lesson.html,KEEP,/16Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,6124,,,,,1,,h1_count=0; TrafficWave
/16french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/16german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/16spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/16travel-french.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/16travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/16travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/17.french-word-a-day.html,KEEP,/17.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1434,,,,,0,,h1_count=0
/17.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/17.html,KEEP,/17.html,spanish word-of-day (N.html),TEMPLATED,400,,,,,0,,h1_count=0
/17Apr-daily-italian-lesson.html,KEEP,/17Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,203,,,,,1,,h1_count=0; TrafficWave
/17Aug-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/17Dec-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/17Feb-daily-italian-lesson.html,KEEP,/17Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,45,,,,,1,,h1_count=0; TrafficWave
/17Jan-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/17Jul-daily-italian-lesson.html,KEEP,/17Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,7185,,,,,1,,h1_count=0; TrafficWave
/17Jun-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/17Mar-daily-italian-lesson.html,KEEP,/17Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,7600,,,,,1,,h1_count=0; TrafficWave
/17May-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/17Nov-daily-italian-lesson.html,KEEP,/17Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,98,,,,,1,,h1_count=0; TrafficWave
/17Oct-daily-italian-lesson.html,KEEP,/17Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1546,,,,,1,,h1_count=0; TrafficWave
/17Sep-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/17french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/17german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/17spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/17travel-french.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/17travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/17travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/18.french-word-a-day.html,KEEP,/18.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1609,,,,,0,,h1_count=0
/18.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/18.html,KEEP,/18.html,spanish word-of-day (N.html),TEMPLATED,456,,,,,0,,h1_count=0
/18Apr-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/18Aug-daily-italian-lesson.html,KEEP,/18Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,158,,,,,1,,h1_count=0; TrafficWave
/18Dec-daily-italian-lesson.html,KEEP,/18Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,59,,,,,1,,h1_count=0; TrafficWave
/18Feb-daily-italian-lesson.html,KEEP,/18Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,22,,,,,1,,h1_count=0; TrafficWave
/18Jan-daily-italian-lesson.html,KEEP,/18Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,106,,,,,1,,h1_count=0; TrafficWave
/18Jul-daily-italian-lesson.html,KEEP,/18Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,89,,,,,1,,h1_count=0; TrafficWave
/18Jun-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/18Mar-daily-italian-lesson.html,KEEP,/18Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,170,,,,,1,,h1_count=0; TrafficWave
/18May-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
/18Nov-daily-italian-lesson.html,KEEP,/18Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,69,,,,,1,,h1_count=0; TrafficWave
/18Oct-daily-italian-lesson.html,KEEP,/18Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,24,,,,,1,,h1_count=0; TrafficWave
/18Sep-daily-italian-lesson.html,KEEP,/18Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,102,,,,,1,,h1_count=0; TrafficWave
/18french-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/18german-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/18spanish-proverb-a-day.html,HOLD,,proverb-a-day (Nlang),TEMPLATED,0,,,,,0,,h1_count=0
/18travel-french.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/18travel-german.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/18travel-spanish.html,HOLD,,travel-word (Ntravel),TEMPLATED,0,,,,,0,,h1_count=0
/19.french-word-a-day.html,KEEP,/19.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1323,,,,,0,,h1_count=0
/19.german-word-a-day.html,HOLD,,german-word-a-day (N.),TEMPLATED,0,,,,,0,,h1_count=0
/19.html,KEEP,/19.html,spanish word-of-day (N.html),TEMPLATED,439,,,,,1,,h1_count=0
/19Apr-daily-italian-lesson.html,HOLD,,daily-italian-lesson (dated),TEMPLATED,0,,,,,1,,no entry traffic in 6yr; h1_count=0; TrafficWave
