path,family,type,entry_visits_total,pageviews_total,months_seen,entry_visits_avg,first_month,last_month,trend
/27Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1688,2576,49,35.9,2020-09,2026-09,-7%
/10.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1679,831,46,37.3,2020-09,2026-09,+36%
/4Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1676,3602,48,38.1,2020-09,2026-07,+37%
/14.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1674,887,44,38.0,2020-09,2025-06,+48%
/5Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1669,2781,39,46.4,2020-09,2026-07,+123%
/spanish-verb-acercar.html,verb-conjugation (lang-verb-X),TEMPLATED,1664,3186,56,34.7,2020-09,2026-08,+44%
/spanish-verb-actualizar.html,verb-conjugation (lang-verb-X),TEMPLATED,1658,2787,41,48.8,2021-05,2026-09,+148%
/15.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1636,914,44,37.2,2020-09,2026-09,+22%
/french-verb-balayer.html,verb-conjugation (lang-verb-X),TEMPLATED,1623,2612,40,43.9,2020-09,2026-06,+57%
/german-word-of-the-day.html,word-of-day (other),bespoke,1618,3806,61,36.8,2020-09,2026-08,+101%
/spanish-verb-advertir.html,verb-conjugation (lang-verb-X),TEMPLATED,1617,3392,52,35.9,2020-10,2026-04,+40%
/french-word-lache.html,OTHER / bespoke,bespoke,1617,1604,24,67.4,2021-04,2026-09,+35%
/french-verb-repartir.html,verb-conjugation (lang-verb-X),TEMPLATED,1614,2993,42,44.8,2020-11,2026-08,+99%
/18.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1609,774,40,40.2,2020-09,2025-06,+41%
/fifteenth-birthday.html,OTHER / bespoke,bespoke,1584,2366,43,40.6,2021-01,2026-09,-1%
/12.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1574,636,42,37.5,2020-10,2025-06,+32%
/spanish-verb-decidir.html,verb-conjugation (lang-verb-X),TEMPLATED,1548,2631,26,77.4,2020-12,2026-09,+217%
/spanish-verb-calificar.html,verb-conjugation (lang-verb-X),TEMPLATED,1548,2605,42,38.7,2020-10,2026-08,+35%
/french-verb-ramener.html,verb-conjugation (lang-verb-X),TEMPLATED,1546,2831,43,41.8,2020-09,2026-09,+85%
/17Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1546,1942,43,37.7,2020-09,2026-09,+96%
/11.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1542,980,42,36.7,2020-10,2025-06,+31%
/spanish-verb-hacer.html,verb-conjugation (lang-verb-X),TEMPLATED,1537,3852,56,37.5,2020-09,2026-09,+78%
/13.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1527,612,45,33.9,2020-09,2026-09,+15%
/german-for-journey.html,X-for-word lessons,TEMPLATED-ish,1517,2836,47,36.1,2020-09,2026-09,+8%
/spanish-verb-ligar.html,verb-conjugation (lang-verb-X),TEMPLATED,1515,2417,29,58.3,2021-08,2026-09,+122%
/french-verb-souligner.html,verb-conjugation (lang-verb-X),TEMPLATED,1513,2306,31,52.2,2020-10,2026-08,+119%
/second-language-benefits.html,OTHER / bespoke,bespoke,1507,4401,53,65.5,2020-12,2026-09,+222%
/french-for-invade.html,X-for-word lessons,TEMPLATED-ish,1500,1311,45,35.7,2020-09,2025-11,+31%
/italian-flashcard.html,course tools,bespoke,1498,5983,66,44.1,2020-11,2026-09,+158%
/german-for-garlic.html,X-for-word lessons,TEMPLATED-ish,1496,2428,33,53.4,2021-09,2026-09,+175%
/spanish-verb-pinchar.html,verb-conjugation (lang-verb-X),TEMPLATED,1493,2558,10,213.3,2024-04,2026-07,-60%
/26.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1490,682,42,35.5,2020-09,2024-09,+1%
/spanish-verb-ascender.html,verb-conjugation (lang-verb-X),TEMPLATED,1488,2750,38,45.1,2021-09,2026-09,+85%
/spanish-verb-rapar.html,verb-conjugation (lang-verb-X),TEMPLATED,1479,3222,37,61.6,2021-02,2026-09,+147%
/french-verb-tousser.html,verb-conjugation (lang-verb-X),TEMPLATED,1479,1860,37,40.0,2020-09,2026-08,+57%
/french-for-praise.html,X-for-word lessons,TEMPLATED-ish,1477,1520,25,59.1,2023-06,2026-09,+143%
/french-heat.html,OTHER / bespoke,bespoke,1470,2160,34,50.7,2020-09,2026-09,+173%
/french-verb-etablir.html,verb-conjugation (lang-verb-X),TEMPLATED,1470,2088,34,45.9,2021-05,2026-09,+125%
/4.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1465,564,42,34.9,2020-09,2026-09,+10%
/8.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1464,766,41,35.7,2020-09,2024-09,+36%
/7.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1461,511,41,36.5,2020-09,2026-09,+10%
/french-verb-sejourner.html,verb-conjugation (lang-verb-X),TEMPLATED,1459,1631,36,42.9,2020-09,2026-09,+104%
/spanish-verb-colar.html,verb-conjugation (lang-verb-X),TEMPLATED,1448,3349,40,49.9,2021-01,2026-09,+142%
/6.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1436,394,45,31.9,2020-09,2025-06,+3%
/17.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1434,594,41,35.0,2020-09,2025-06,+15%
/spanish-verb-teclear.html,verb-conjugation (lang-verb-X),TEMPLATED,1433,2199,34,47.8,2022-03,2026-09,+146%
/enjoy-in-Spanish.html,X-for-word lessons,TEMPLATED-ish,1432,2601,33,51.1,2020-09,2026-09,+162%
/28.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1429,616,38,37.6,2020-09,2024-08,+35%
/french-verb-celebrer.html,verb-conjugation (lang-verb-X),TEMPLATED,1426,2284,34,41.9,2023-01,2026-09,+31%
/spanish-verb-consistir.html,verb-conjugation (lang-verb-X),TEMPLATED,1424,2543,46,33.1,2020-09,2026-08,+27%
/22.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1420,687,38,37.4,2020-09,2024-09,+29%
/modern-foreign-languages.html,OTHER / bespoke,bespoke,1415,4830,56,50.5,2020-09,2026-09,+203%
/20.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1408,619,43,32.7,2020-09,2024-09,+6%
/french-tips.html,OTHER / bespoke,bespoke,1404,5529,66,43.9,2020-11,2026-09,+155%
/french-verb-pecher.html,verb-conjugation (lang-verb-X),TEMPLATED,1381,2325,29,55.2,2020-09,2026-09,+136%
/student-of-french.html,OTHER / bespoke,bespoke,1380,3279,36,62.7,2020-09,2025-11,-47%
/spanish-verb-referir.html,verb-conjugation (lang-verb-X),TEMPLATED,1377,2588,47,33.6,2021-02,2026-09,+29%
/9.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1374,690,38,36.2,2020-10,2025-06,+21%
/french-verb-soutenir.html,verb-conjugation (lang-verb-X),TEMPLATED,1370,1990,26,54.8,2020-09,2026-09,+126%
/language-learning-flashcard.html,course tools,bespoke,1360,4996,57,54.4,2020-09,2026-09,+179%
/french-verb-rappeler.html,verb-conjugation (lang-verb-X),TEMPLATED,1352,1462,17,79.5,2020-09,2026-07,+189%
/privacy-policy.html,(not in sitemap),?,1351,2941,44,48.2,2020-12,2026-06,+108%
/5.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1344,488,39,34.5,2020-09,2024-08,+14%
/23.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1342,469,41,32.7,2020-09,2024-08,+17%
/cucumber-in-german.html,OTHER / bespoke,bespoke,1337,2353,46,35.2,2021-12,2026-06,+116%
/german-for-pillow.html,X-for-word lessons,TEMPLATED-ish,1333,1951,40,41.7,2021-06,2026-09,+147%
/19.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1323,475,39,33.9,2020-09,2024-09,+10%
/french-verb-interdire.html,verb-conjugation (lang-verb-X),TEMPLATED,1322,1057,26,50.8,2020-09,2026-05,+67%
/30.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1319,347,40,33.0,2020-09,2024-08,+19%
/z-tech-pictures-too-fast.html,OTHER / bespoke,bespoke,1304,4891,55,81.5,2020-12,2026-09,+48%
/21.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1296,546,39,33.2,2020-09,2025-11,+14%
/spanish-for-snow.html,X-for-word lessons,TEMPLATED-ish,1295,4106,47,76.2,2020-12,2026-09,+130%
/24.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1295,725,34,38.1,2020-09,2024-09,+47%
/25Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1288,2933,48,33.9,2020-09,2026-09,-0%
/french-verb-conjugation.html,verb-conjugation (lang-verb-X),TEMPLATED,1281,1192,37,34.6,2020-09,2025-09,+13%
/spanish-verb-desviar.html,verb-conjugation (lang-verb-X),TEMPLATED,1271,2073,27,60.5,2020-11,2026-09,+52%
/spanish-proverb-of-the-day.html,proverb (other),bespoke,1265,3050,44,42.2,2020-09,2026-08,+102%
/spanish-verb-invertir.html,verb-conjugation (lang-verb-X),TEMPLATED,1263,2048,24,57.4,2021-11,2026-09,+193%
/french-verb-suer.html,verb-conjugation (lang-verb-X),TEMPLATED,1262,5127,61,42.1,2020-09,2026-09,+48%
/french-verb-produire.html,verb-conjugation (lang-verb-X),TEMPLATED,1256,2133,33,46.5,2020-10,2026-09,+127%
/german-travel-word.html,OTHER / bespoke,bespoke,1255,5404,61,48.3,2020-10,2026-09,+224%
/spanish-verb-ingresar.html,verb-conjugation (lang-verb-X),TEMPLATED,1249,1768,35,43.1,2020-10,2026-08,+108%
/french-verb-balancer.html,verb-conjugation (lang-verb-X),TEMPLATED,1235,1041,26,47.5,2020-09,2026-06,-26%
/french-verb-effrayer.html,verb-conjugation (lang-verb-X),TEMPLATED,1229,1673,39,36.1,2020-10,2026-07,+61%
/german-for-weather.html,X-for-word lessons,TEMPLATED-ish,1227,2072,35,43.8,2021-04,2026-04,+153%
/1.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1227,301,41,29.9,2020-09,2025-07,-4%
/25.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1224,553,35,35.0,2020-09,2024-08,+10%
/20Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1220,1015,21,58.1,2020-09,2025-04,-73%
/2.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1202,401,39,30.8,2020-09,2024-10,-2%
/spanish-verb-rociar.html,verb-conjugation (lang-verb-X),TEMPLATED,1199,1985,39,37.5,2021-04,2026-09,+127%
/french-verb-telephoner.html,verb-conjugation (lang-verb-X),TEMPLATED,1199,1808,38,36.3,2020-09,2026-03,+20%
/learn-german-2.html,course landing,bespoke,1196,4513,51,92.0,2020-09,2026-09,+191%
/27.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1194,311,37,32.3,2020-09,2024-08,+9%
/spanish-verb-haber.html,verb-conjugation (lang-verb-X),TEMPLATED,1193,2990,40,47.7,2020-10,2026-09,+57%
/spanish-verb-demorar.html,verb-conjugation (lang-verb-X),TEMPLATED,1191,3456,48,41.1,2020-09,2026-09,+59%
/29.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1191,444,34,35.0,2020-09,2024-08,+33%
/26Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1182,1722,30,40.8,2021-01,2026-07,+27%
/spanish-verb-disuadir.html,verb-conjugation (lang-verb-X),TEMPLATED,1169,3346,47,35.4,2020-09,2026-09,+38%
/spanish-verb-apretar.html,verb-conjugation (lang-verb-X),TEMPLATED,1164,2393,24,61.3,2020-12,2026-09,+170%
/learn-two-languages.html,OTHER / bespoke,bespoke,1155,1555,31,41.2,2020-10,2026-07,+72%
/spanish-verb-anclar.html,verb-conjugation (lang-verb-X),TEMPLATED,1155,1542,22,60.8,2022-04,2026-08,+48%
/spanish-verb-flipar.html,verb-conjugation (lang-verb-X),TEMPLATED,1143,1891,28,52.0,2021-01,2026-09,+153%
/spanish-verb-cavar.html,verb-conjugation (lang-verb-X),TEMPLATED,1123,2578,37,41.6,2021-01,2026-09,+154%
/spanish-verb-educar.html,verb-conjugation (lang-verb-X),TEMPLATED,1121,1687,28,44.8,2020-09,2026-09,+147%
/spanish-verb-variar.html,verb-conjugation (lang-verb-X),TEMPLATED,1120,2399,39,38.6,2020-09,2026-04,+65%
/french-verb-effacer.html,verb-conjugation (lang-verb-X),TEMPLATED,1120,1569,27,44.8,2021-02,2026-08,+129%
/french-verb-habiller.html,verb-conjugation (lang-verb-X),TEMPLATED,1120,1190,21,53.3,2020-09,2026-06,+103%
/french-verb-traverser.html,verb-conjugation (lang-verb-X),TEMPLATED,1119,1788,27,56.0,2021-07,2026-08,+182%
/french-verb-lower-baisser.html,verb-conjugation (lang-verb-X),TEMPLATED,1115,1115,23,48.5,2023-07,2026-09,+120%
/french-verb-enseigner.html,verb-conjugation (lang-verb-X),TEMPLATED,1109,2075,36,37.0,2021-02,2026-09,+107%
/french-verb-parier-sur.html,verb-conjugation (lang-verb-X),TEMPLATED,1109,931,15,73.9,2021-04,2026-08,+85%
/21Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1104,1594,19,64.9,2024-08,2026-09,+85%
/french-verb-echanger.html,verb-conjugation (lang-verb-X),TEMPLATED,1098,1641,32,37.9,2020-10,2026-09,+51%
/spanish-verb-avanzar.html,verb-conjugation (lang-verb-X),TEMPLATED,1094,1367,22,52.1,2023-05,2026-05,+89%
/french-verb-tricoter.html,verb-conjugation (lang-verb-X),TEMPLATED,1074,1546,21,53.7,2021-10,2026-05,+75%
/7Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1074,1454,27,43.0,2020-10,2026-07,+150%
/french-verb-se-delasser.html,verb-conjugation (lang-verb-X),TEMPLATED,1070,1922,38,36.9,2020-10,2026-08,+93%
/13Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1060,1912,23,53.0,2020-09,2026-09,+72%
/french-verb-menacer.html,verb-conjugation (lang-verb-X),TEMPLATED,1060,1309,27,40.8,2020-09,2026-06,+86%
/3.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1053,805,33,32.9,2020-10,2024-08,-1%
/spanish-verb-emprender.html,verb-conjugation (lang-verb-X),TEMPLATED,1050,1996,23,52.5,2023-07,2026-09,+150%
/spanish-verb-distribuir.html,verb-conjugation (lang-verb-X),TEMPLATED,1048,1707,38,32.8,2020-09,2025-09,-36%
/french-verb-grandir.html,verb-conjugation (lang-verb-X),TEMPLATED,1038,1578,20,64.9,2021-03,2026-07,+69%
/8Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1030,1690,13,93.6,2021-08,2026-09,+223%
/french-expression-en-avoir-marre-de.html,OTHER / bespoke,bespoke,1029,1167,15,68.6,2020-09,2026-09,+26%
/french-verb-eteindre.html,verb-conjugation (lang-verb-X),TEMPLATED,1028,1681,29,41.1,2021-01,2026-05,+86%
/german-pics.html,course tools,bespoke,1027,3275,52,28.5,2020-09,2025-09,-14%
/spanish-verb-demoler.html,verb-conjugation (lang-verb-X),TEMPLATED,1027,1558,10,205.4,2022-09,2026-09,+594%
/learn-french-blog-archive-2007-08.html,blog,bespoke,1024,7161,61,60.2,2020-09,2026-09,+295%
/spanish-verb-adherir.html,verb-conjugation (lang-verb-X),TEMPLATED,1014,2692,43,30.7,2020-09,2026-07,+35%
/spanish-verb-serrar.html,verb-conjugation (lang-verb-X),TEMPLATED,1008,1872,26,50.4,2020-12,2026-08,+90%
/23Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,990,1125,26,39.6,2020-09,2026-08,+13%
/french-verb-tutoyer.html,verb-conjugation (lang-verb-X),TEMPLATED,987,1669,30,38.0,2020-09,2026-09,+71%
/spanish-verb-ofender.html,verb-conjugation (lang-verb-X),TEMPLATED,987,1145,24,44.9,2022-03,2026-01,+85%
/spanish-verb-estremecer.html,verb-conjugation (lang-verb-X),TEMPLATED,977,2387,33,40.7,2022-01,2026-09,+53%
/spanish-verb-molar.html,verb-conjugation (lang-verb-X),TEMPLATED,974,2012,36,34.8,2020-09,2026-09,+88%
/12Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,968,1005,29,33.4,2021-01,2026-09,+17%
/french-verb-entreprendre.html,verb-conjugation (lang-verb-X),TEMPLATED,962,2297,29,48.1,2020-10,2026-09,+180%
/french-verb-decevoir.html,verb-conjugation (lang-verb-X),TEMPLATED,959,1592,21,59.9,2021-05,2026-07,+119%
/spanish-verb-fluctuar.html,verb-conjugation (lang-verb-X),TEMPLATED,944,1656,23,59.0,2022-06,2026-08,+39%
/spanish-verb-absorber.html,verb-conjugation (lang-verb-X),TEMPLATED,938,1945,41,32.3,2020-09,2025-11,+25%
/spanish-verb-deslizar.html,verb-conjugation (lang-verb-X),TEMPLATED,937,1839,32,39.0,2022-03,2026-06,+86%
/spanish-for-suitcase-maleta.html,X-for-word lessons,TEMPLATED-ish,932,1691,31,42.4,2021-05,2026-04,+133%
/spanish-verb-disponer.html,verb-conjugation (lang-verb-X),TEMPLATED,927,1373,25,42.1,2020-09,2026-09,+88%
/spanish-verb-tronar.html,verb-conjugation (lang-verb-X),TEMPLATED,921,1378,25,40.0,2020-09,2026-08,+67%
/spanish-verb-menear.html,verb-conjugation (lang-verb-X),TEMPLATED,919,1563,24,48.4,2021-02,2026-09,+60%
/french-verb-rajeunir.html,verb-conjugation (lang-verb-X),TEMPLATED,917,970,23,41.7,2021-02,2026-09,+87%
/13Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,912,2177,40,29.4,2020-09,2026-06,-1%
/french-verb-conjuguer.html,verb-conjugation (lang-verb-X),TEMPLATED,908,1739,34,33.6,2020-09,2025-10,-10%
/learn-spanish-ebook-full.html,course tools,bespoke,907,1113,17,53.4,2023-07,2026-07,+33%
/spanish-verb-amanecer.html,verb-conjugation (lang-verb-X),TEMPLATED,885,1614,30,34.0,2021-06,2025-09,+30%
/french-verb-deviner.html,verb-conjugation (lang-verb-X),TEMPLATED,879,1530,34,31.4,2020-09,2025-06,+31%
/french-verb-se-abimer.html,verb-conjugation (lang-verb-X),TEMPLATED,877,1253,19,62.6,2020-12,2026-09,+99%
/french-verb-sonder.html,verb-conjugation (lang-verb-X),TEMPLATED,874,1191,29,39.7,2021-02,2026-09,+126%
/spanish-verb-descender.html,verb-conjugation (lang-verb-X),TEMPLATED,864,1905,35,30.9,2020-09,2026-09,+50%
/19Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,855,1426,18,53.4,2021-04,2026-09,+73%
/spanish-verb-otorgar.html,verb-conjugation (lang-verb-X),TEMPLATED,850,1514,25,47.2,2021-05,2026-09,+157%
/spanish-verbs-list.html,OTHER / bespoke,bespoke,849,1822,38,29.3,2020-09,2025-11,+8%
/spanish-verb-helar.html,verb-conjugation (lang-verb-X),TEMPLATED,834,1356,28,33.4,2021-12,2026-09,+41%
/french-verb-emmener.html,verb-conjugation (lang-verb-X),TEMPLATED,832,2175,37,32.0,2020-09,2026-04,+55%
/spanish-verb-amenazar.html,verb-conjugation (lang-verb-X),TEMPLATED,831,1500,24,41.5,2021-05,2026-09,+91%
/spanish-verb-concebir.html,verb-conjugation (lang-verb-X),TEMPLATED,829,1801,32,33.2,2021-10,2026-09,+32%
/25Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,821,993,4,273.7,2021-08,2026-07,
/spanish-verb-escupir.html,verb-conjugation (lang-verb-X),TEMPLATED,818,1271,31,34.1,2020-12,2026-07,+63%
/spanish-verb-tatuar.html,verb-conjugation (lang-verb-X),TEMPLATED,803,1079,18,57.4,2020-11,2026-09,+85%
/pimsleur.html,OTHER / bespoke,bespoke,789,748,18,43.8,2020-09,2026-02,+9%
/daily-spanish-lesson-code.html,lesson (other),bespoke,787,2853,35,41.4,2020-09,2026-05,+123%
/learn-spanish-course.html,course landing,bespoke,782,2884,47,27.9,2020-09,2026-09,+25%
/french-verb-changer.html,verb-conjugation (lang-verb-X),TEMPLATED,780,1034,24,41.1,2021-02,2026-07,+156%
/french-verb-savourer.html,verb-conjugation (lang-verb-X),TEMPLATED,777,1417,27,37.0,2022-06,2026-09,+124%
/spanish-verb-recostar.html,verb-conjugation (lang-verb-X),TEMPLATED,774,1156,25,35.2,2020-10,2025-06,+5%
/spanish-verb-interferir.html,verb-conjugation (lang-verb-X),TEMPLATED,773,1516,30,32.2,2021-06,2026-02,+44%
/french-verb-terminer.html,verb-conjugation (lang-verb-X),TEMPLATED,772,1492,28,33.6,2020-09,2026-09,+39%
/french-verb-usurper.html,verb-conjugation (lang-verb-X),TEMPLATED,771,2242,37,35.0,2020-10,2026-09,+25%
/spanish-verb-surgir.html,verb-conjugation (lang-verb-X),TEMPLATED,761,1268,27,34.6,2021-04,2026-09,+81%
/spanish-verb-patear.html,verb-conjugation (lang-verb-X),TEMPLATED,759,1259,26,33.0,2021-02,2026-09,+78%
/spanish-verb-alzar.html,verb-conjugation (lang-verb-X),TEMPLATED,758,1398,29,31.6,2021-03,2025-07,+74%
/french-verb-echouer.html,verb-conjugation (lang-verb-X),TEMPLATED,756,1691,28,39.8,2020-10,2026-08,+121%
/french-for-lay.html,X-for-word lessons,TEMPLATED-ish,755,1661,28,37.8,2021-04,2025-12,+0%
/french-verb-lier.html,verb-conjugation (lang-verb-X),TEMPLATED,755,1401,27,47.2,2020-12,2026-07,+168%
/spanish-verb-oponer.html,verb-conjugation (lang-verb-X),TEMPLATED,746,1241,27,32.4,2020-09,2026-09,+32%
/french-for-wait-for.html,X-for-word lessons,TEMPLATED-ish,745,661,27,29.8,2020-09,2025-05,+9%
/11Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,742,714,22,35.3,2020-09,2026-07,+6%
/13May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,737,1123,8,105.3,2024-02,2026-08,+257%
/spanish-verb-invadir.html,verb-conjugation (lang-verb-X),TEMPLATED,732,1301,21,40.7,2022-01,2026-09,+87%
/21Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,714,751,25,34.0,2020-09,2026-09,+66%
/fsi-french-01.html,OTHER / bespoke,bespoke,709,1519,18,39.4,2023-05,2024-10,-1%
/spanish-verb-alentar.html,verb-conjugation (lang-verb-X),TEMPLATED,704,1603,18,58.7,2020-12,2026-09,+85%
/french-for-seize.html,X-for-word lessons,TEMPLATED-ish,698,242,16,43.6,2022-12,2026-06,+119%
/french-for-treat.html,X-for-word lessons,TEMPLATED-ish,696,471,17,40.9,2020-09,2026-08,+94%
/spanish-verb-restregar.html,verb-conjugation (lang-verb-X),TEMPLATED,695,699,16,46.3,2021-10,2026-09,+56%
/9Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,694,1075,25,33.0,2021-11,2026-09,+85%
/spanish-verb-culpar.html,verb-conjugation (lang-verb-X),TEMPLATED,692,1463,26,36.4,2021-01,2026-09,+80%
/spanish-verb-expedir.html,verb-conjugation (lang-verb-X),TEMPLATED,691,2781,36,43.2,2020-09,2026-09,+37%
/french-verb-cocufier.html,verb-conjugation (lang-verb-X),TEMPLATED,689,676,8,86.1,2025-12,2026-09,+47%
/french-verb-congeler.html,verb-conjugation (lang-verb-X),TEMPLATED,686,1196,16,52.8,2021-07,2026-09,+225%
/king-of-the-world.html,OTHER / bespoke,bespoke,683,2412,29,48.8,2020-09,2025-09,+4%
/french-verb-admettre.html,verb-conjugation (lang-verb-X),TEMPLATED,683,907,24,32.5,2020-09,2026-07,+13%
/french-for-betray.html,X-for-word lessons,TEMPLATED-ish,682,590,14,48.7,2020-11,2026-09,+120%
/spanish-verb-resistir.html,verb-conjugation (lang-verb-X),TEMPLATED,678,1072,18,45.2,2021-04,2026-07,+157%
/remembering-words.html,OTHER / bespoke,bespoke,677,1232,17,48.4,2021-04,2026-07,+109%
/11Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,676,1116,15,48.3,2022-11,2026-09,+93%
/moonwalking-with-einstein.html,OTHER / bespoke,bespoke,676,637,12,67.6,2024-05,2026-05,+41%
/french-for-water.html,X-for-word lessons,TEMPLATED-ish,671,462,21,32.0,2020-09,2025-09,+24%
/french-for-weaken.html,X-for-word lessons,TEMPLATED-ish,669,696,9,74.3,2020-10,2021-10,+79%
/french-verb-trebucher.html,verb-conjugation (lang-verb-X),TEMPLATED,668,3409,47,37.1,2020-09,2026-06,-11%
/spanish-verb-empatar.html,verb-conjugation (lang-verb-X),TEMPLATED,668,1568,20,47.7,2020-11,2026-07,+165%
/7Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,658,1181,17,47.0,2021-04,2026-07,+194%
/spanish-flashcard.html,course tools,bespoke,653,2650,42,28.4,2020-09,2026-05,+21%
/french-verb-expliquer.html,verb-conjugation (lang-verb-X),TEMPLATED,649,1361,17,81.1,2021-03,2025-06,+51%
/french-verb-collectionner.html,verb-conjugation (lang-verb-X),TEMPLATED,646,947,30,25.8,2020-09,2025-08,-4%
/daily-italian-lesson-code.html,lesson (other),bespoke,636,2152,30,48.9,2021-04,2025-11,+57%
/learn-german-sentences.html,course tools,bespoke,633,2577,40,39.6,2021-01,2025-12,+110%
/french-verb-conclure.html,verb-conjugation (lang-verb-X),TEMPLATED,626,282,14,44.7,2020-09,2026-09,+77%
/19Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,624,1345,28,34.7,2020-09,2026-06,+67%
/spanish-verb-desobedecer.html,verb-conjugation (lang-verb-X),TEMPLATED,617,791,23,29.4,2022-09,2025-06,+39%
/spanish-verb-renovar.html,verb-conjugation (lang-verb-X),TEMPLATED,615,869,20,41.0,2020-11,2025-10,+87%
/french-for-bite.html,X-for-word lessons,TEMPLATED-ish,613,386,15,40.9,2020-11,2026-08,+54%
/earworms.html,OTHER / bespoke,bespoke,604,668,17,35.5,2020-09,2026-05,+40%
/french-verb-debrouiller.html,verb-conjugation (lang-verb-X),TEMPLATED,603,496,22,28.7,2021-01,2026-09,+48%
/german-for-duck.html,X-for-word lessons,TEMPLATED-ish,598,521,11,54.4,2021-04,2025-10,+55%
/french-verb-tilt-basculer.html,verb-conjugation (lang-verb-X),TEMPLATED,596,859,11,66.2,2023-08,2026-07,+111%
/14Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,595,1472,23,35.0,2022-04,2026-06,+108%
/french-verb-se-brancher.html,verb-conjugation (lang-verb-X),TEMPLATED,591,2472,30,49.2,2020-09,2026-08,+72%
/french-for-fight.html,X-for-word lessons,TEMPLATED-ish,590,900,16,42.1,2024-03,2026-04,+57%
/french-verb-confondre.html,verb-conjugation (lang-verb-X),TEMPLATED,585,1165,24,36.6,2020-09,2026-07,+58%
/24Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,579,2486,9,115.8,2025-01,2026-09,+45%
/french-verb-guerir.html,verb-conjugation (lang-verb-X),TEMPLATED,579,408,12,48.2,2020-09,2026-04,+62%
/colours-in-french.html,OTHER / bespoke,bespoke,578,1217,23,30.4,2020-09,2025-04,-27%
/spanish-verb-bautizar.html,verb-conjugation (lang-verb-X),TEMPLATED,578,573,14,44.5,2022-05,2026-04,+130%
/one-little-correction-mur-and-mr.html,OTHER / bespoke,bespoke,576,1940,25,38.4,2021-06,2025-12,-25%
/german-proverb.html,proverb (other),bespoke,570,1123,23,35.6,2020-11,2025-12,+111%
/learn-german-newsletter.html,course landing,bespoke,570,687,22,33.5,2020-09,2026-07,+75%
