path,family,type,entry_visits_total,pageviews_total,months_seen,entry_visits_avg,first_month,last_month,trend
/italian-lesson-list.html,lesson (other),bespoke,4134,9866,73,57.4,2020-09,2026-09,+71%
/27Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,4127,7138,68,63.5,2020-09,2026-05,+20%
/french-for-suitcase-is-valise.html,X-for-word lessons,TEMPLATED-ish,4110,7491,73,57.9,2020-09,2026-09,+47%
/spanish-verb-soplar.html,verb-conjugation (lang-verb-X),TEMPLATED,4104,6913,73,56.2,2020-09,2026-09,+42%
/spanish-for-train.html,X-for-word lessons,TEMPLATED-ish,4084,7437,71,58.3,2020-09,2026-09,+153%
/spanish-verb-cazar.html,verb-conjugation (lang-verb-X),TEMPLATED,4034,6941,69,59.3,2020-09,2026-09,+80%
/french-verb-ouvrir.html,verb-conjugation (lang-verb-X),TEMPLATED,4032,6883,67,63.0,2020-09,2026-09,+14%
/spanish-verb-defender.html,verb-conjugation (lang-verb-X),TEMPLATED,3991,6400,70,57.8,2020-09,2026-09,-12%
/spanish-verb-atender.html,verb-conjugation (lang-verb-X),TEMPLATED,3985,6300,70,56.9,2020-09,2026-09,-17%
/spanish-verb-servir.html,verb-conjugation (lang-verb-X),TEMPLATED,3969,6327,66,62.0,2020-09,2026-09,-22%
/french-for-answer.html,X-for-word lessons,TEMPLATED-ish,3960,4383,62,63.9,2020-09,2026-09,+189%
/french-for-ticket.html,X-for-word lessons,TEMPLATED-ish,3954,7044,71,55.7,2020-09,2026-08,+85%
/spanish-verb-fluir.html,verb-conjugation (lang-verb-X),TEMPLATED,3929,5290,58,70.2,2020-10,2026-05,+289%
/french-for-beef.html,X-for-word lessons,TEMPLATED-ish,3909,6336,70,58.3,2020-09,2026-09,+152%
/spanish-verb-criar.html,verb-conjugation (lang-verb-X),TEMPLATED,3905,5822,69,59.2,2020-09,2026-09,+125%
/spanish-verb-ir.html,verb-conjugation (lang-verb-X),TEMPLATED,3887,8143,72,57.2,2020-09,2026-09,-14%
/gender.html,verbs/grammar (bespoke),bespoke,3874,7273,72,53.8,2020-09,2026-09,+3%
/verb-conjugation.html,verbs/grammar (bespoke),bespoke,3862,5472,73,52.9,2020-09,2026-09,+31%
/french-verb-acheter.html,verb-conjugation (lang-verb-X),TEMPLATED,3851,6818,68,62.1,2020-09,2026-09,-2%
/spanish-verb-componer.html,verb-conjugation (lang-verb-X),TEMPLATED,3839,6408,65,60.0,2020-09,2026-09,-24%
/spanish-verb-pegar.html,verb-conjugation (lang-verb-X),TEMPLATED,3839,6108,72,53.3,2020-09,2026-09,+97%
/french-proverb-of-the-day.html,proverb (other),bespoke,3828,8145,72,53.9,2020-09,2026-09,+183%
/spanish-verb-decir.html,verb-conjugation (lang-verb-X),TEMPLATED,3817,5529,57,69.4,2020-12,2026-09,+6%
/spanish-verb-cruzar.html,verb-conjugation (lang-verb-X),TEMPLATED,3811,6152,68,56.9,2020-09,2026-08,+16%
/spanish-verb-llegar.html,verb-conjugation (lang-verb-X),TEMPLATED,3790,6309,68,56.6,2020-09,2026-09,+49%
/spanish-verb-pelar.html,verb-conjugation (lang-verb-X),TEMPLATED,3757,5670,66,59.6,2020-09,2026-06,+95%
/spanish-verb-destruir.html,verb-conjugation (lang-verb-X),TEMPLATED,3749,6180,72,53.6,2020-09,2026-09,+54%
/spanish-verb-descomponer.html,verb-conjugation (lang-verb-X),TEMPLATED,3735,5909,68,55.7,2020-09,2026-09,+28%
/24Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3712,6397,71,52.3,2020-09,2026-09,+44%
/spanish-verb-proponer.html,verb-conjugation (lang-verb-X),TEMPLATED,3711,5809,65,58.9,2020-09,2026-09,-29%
/spanish-verb-lastimar.html,verb-conjugation (lang-verb-X),TEMPLATED,3695,5747,69,55.1,2020-10,2026-09,+18%
/search-results.html,OTHER / bespoke,bespoke,3673,8821,61,73.5,2020-09,2026-09,+43%
/spanish-verb-exigir.html,verb-conjugation (lang-verb-X),TEMPLATED,3673,6086,65,58.3,2020-09,2026-09,+15%
/spanish-verb-tostar.html,verb-conjugation (lang-verb-X),TEMPLATED,3672,5874,67,55.6,2020-09,2026-08,+77%
/29Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3671,5848,71,51.7,2020-09,2026-09,+18%
/spanish-verb-olvidar.html,verb-conjugation (lang-verb-X),TEMPLATED,3622,5895,69,53.3,2020-09,2026-09,+59%
/spanish-verb-hablar.html,verb-conjugation (lang-verb-X),TEMPLATED,3621,5991,64,56.6,2020-09,2026-09,-6%
/spanish-verb-dividir.html,verb-conjugation (lang-verb-X),TEMPLATED,3603,5906,62,59.1,2020-09,2026-07,-11%
/french-verb-construire.html,verb-conjugation (lang-verb-X),TEMPLATED,3598,5834,69,52.1,2020-09,2026-09,+23%
/french-verb-apprendre.html,verb-conjugation (lang-verb-X),TEMPLATED,3590,6261,72,52.0,2020-09,2026-09,+35%
/spanish-verb-arrancar.html,verb-conjugation (lang-verb-X),TEMPLATED,3581,5630,64,58.7,2020-09,2026-08,+43%
/holiday-phrases.html,OTHER / bespoke,bespoke,3571,7223,70,61.6,2020-09,2026-09,+189%
/french-pics.html,course tools,bespoke,3548,6397,70,50.7,2020-09,2026-09,+87%
/14Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3512,5315,61,58.5,2020-09,2026-09,+143%
/spanish-verb-gemir.html,verb-conjugation (lang-verb-X),TEMPLATED,3485,5743,70,52.0,2020-09,2026-09,+81%
/french-verb-remplacer.html,verb-conjugation (lang-verb-X),TEMPLATED,3454,5829,66,56.6,2020-09,2026-09,+94%
/spanish-verb-actuar.html,verb-conjugation (lang-verb-X),TEMPLATED,3414,5517,54,69.7,2020-11,2026-09,+183%
/reflexive-verbs.html,OTHER / bespoke,bespoke,3412,6310,59,57.8,2020-09,2026-04,-37%
/make-sentences.html,course tools,bespoke,3396,7399,70,52.2,2020-09,2026-09,+92%
/spanish-verb-mudar.html,verb-conjugation (lang-verb-X),TEMPLATED,3361,5974,68,50.2,2020-09,2026-08,+17%
/spanish-verb-lanzar.html,verb-conjugation (lang-verb-X),TEMPLATED,3359,6017,68,51.7,2020-09,2026-09,+75%
/fsi-german-course.html,course landing,bespoke,3356,6665,70,59.9,2020-09,2026-09,+277%
/2Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3349,7344,72,48.5,2020-09,2026-08,+31%
/fsi-french-course.html,course landing,bespoke,3321,7156,72,52.7,2020-09,2026-09,+167%
/italian-for-bad.html,X-for-word lessons,TEMPLATED-ish,3297,5122,67,53.2,2020-09,2026-09,+153%
/italian-for-noisy.html,X-for-word lessons,TEMPLATED-ish,3291,7109,71,52.2,2020-09,2026-09,+185%
/why-did-michel-thomas-neglect-the-woman-student-on-his-total-french-course.html,course landing,bespoke,3265,4031,67,49.5,2020-09,2026-09,+26%
/rapid-conjugation-of-spanish-verbs.html,verbs/grammar (bespoke),bespoke,3255,13761,73,50.1,2020-09,2026-09,+121%
/spanish-verb-congelar.html,verb-conjugation (lang-verb-X),TEMPLATED,3222,5432,61,59.7,2020-11,2026-09,+232%
/french-verb-vomir.html,verb-conjugation (lang-verb-X),TEMPLATED,3217,5270,63,52.7,2020-09,2026-08,-3%
/french-verb-agir.html,verb-conjugation (lang-verb-X),TEMPLATED,3214,5151,65,50.2,2020-09,2026-09,+58%
/spanish-verb-juzgar.html,verb-conjugation (lang-verb-X),TEMPLATED,3212,4982,69,47.2,2020-09,2026-08,+46%
/french-verb-promettre.html,verb-conjugation (lang-verb-X),TEMPLATED,3211,5158,56,65.5,2020-09,2026-09,-45%
/spanish-verb-rezar.html,verb-conjugation (lang-verb-X),TEMPLATED,3207,5366,65,50.1,2020-09,2026-05,+3%
/learn-french-newsletter.html,course landing,bespoke,3195,4839,59,54.2,2020-09,2026-08,+5%
/french-word-of-the-day.html,word-of-day (other),bespoke,3165,8182,72,53.6,2020-09,2026-09,+148%
/spanish-verb-proteger.html,verb-conjugation (lang-verb-X),TEMPLATED,3160,5285,67,50.2,2020-09,2026-09,+42%
/spanish-verb-aplaudir.html,verb-conjugation (lang-verb-X),TEMPLATED,3159,5187,64,50.1,2020-09,2026-09,-17%
/french-verb-geler.html,verb-conjugation (lang-verb-X),TEMPLATED,3151,5213,65,49.2,2020-09,2026-09,+24%
/spanish-verb-comprender.html,verb-conjugation (lang-verb-X),TEMPLATED,3148,4973,47,71.5,2020-10,2026-04,-48%
/11May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3136,4893,66,47.5,2020-09,2026-07,+16%
/spanish-verb-sembrar.html,verb-conjugation (lang-verb-X),TEMPLATED,3127,5226,66,48.9,2020-09,2026-09,+60%
/spanish-verb-herir.html,verb-conjugation (lang-verb-X),TEMPLATED,3115,5366,68,47.9,2020-09,2026-09,+49%
/french-verb-tuer.html,verb-conjugation (lang-verb-X),TEMPLATED,3111,4993,69,46.4,2020-09,2026-09,+96%
/spanish-verb-hundir.html,verb-conjugation (lang-verb-X),TEMPLATED,3094,7018,70,46.9,2020-09,2026-09,+22%
/spanish-verb-agradecer.html,verb-conjugation (lang-verb-X),TEMPLATED,3064,4153,35,102.1,2021-06,2026-04,+619%
/spanish-verb-sorprender.html,verb-conjugation (lang-verb-X),TEMPLATED,3051,4588,58,53.5,2020-12,2026-07,+28%
/french-verb-se-trouver.html,verb-conjugation (lang-verb-X),TEMPLATED,3025,4816,68,45.1,2020-09,2026-09,-0%
/french-verb-decouvrir.html,verb-conjugation (lang-verb-X),TEMPLATED,3023,5092,65,46.5,2020-09,2026-09,+3%
/10Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,3022,5485,62,50.4,2020-09,2026-09,-25%
/french-verb-maintenir.html,verb-conjugation (lang-verb-X),TEMPLATED,3021,3737,32,104.2,2020-09,2026-09,+407%
/french-verb-contenir.html,verb-conjugation (lang-verb-X),TEMPLATED,3009,3481,32,103.8,2020-09,2026-09,+439%
/spanish-verb-nacer.html,verb-conjugation (lang-verb-X),TEMPLATED,3008,4831,62,51.0,2020-09,2026-09,+16%
/4Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2995,5463,71,44.0,2020-09,2026-09,+37%
/spanish-verb-rendir.html,verb-conjugation (lang-verb-X),TEMPLATED,2990,4624,58,53.4,2020-10,2026-09,+131%
/french-verb-casser.html,verb-conjugation (lang-verb-X),TEMPLATED,2981,4269,67,44.5,2020-09,2026-09,+25%
/spanish-verb-acostar.html,verb-conjugation (lang-verb-X),TEMPLATED,2971,5335,65,49.5,2020-09,2026-09,+87%
/spanish-verb-quemar.html,verb-conjugation (lang-verb-X),TEMPLATED,2966,4973,63,47.1,2020-09,2025-11,+25%
/german-flashcard.html,course tools,bespoke,2965,7218,70,55.9,2020-09,2026-09,+188%
/ser-and-estar-in-spanish.html,verbs/grammar (bespoke),bespoke,2946,7515,73,43.3,2020-09,2026-09,+37%
/spanish-verb-fallecer.html,verb-conjugation (lang-verb-X),TEMPLATED,2938,4361,65,46.6,2020-09,2026-08,+126%
/spanish-verb-excluir.html,verb-conjugation (lang-verb-X),TEMPLATED,2937,3621,34,104.9,2021-04,2026-08,+525%
/15Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2885,4782,51,64.1,2020-09,2026-06,-56%
/1Mar-daily-german-lesson.html,lesson (other),bespoke,2879,3153,27,120.0,2020-11,2026-07,+502%
/8Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2875,3650,59,51.3,2020-09,2026-09,+102%
/french-verb-eviter.html,verb-conjugation (lang-verb-X),TEMPLATED,2832,3557,33,88.5,2020-09,2026-09,-31%
/spanish-verb-competir.html,verb-conjugation (lang-verb-X),TEMPLATED,2828,4545,47,65.8,2021-10,2026-09,+122%
/french-verb-pendre.html,verb-conjugation (lang-verb-X),TEMPLATED,2826,4878,57,51.4,2020-09,2026-09,-17%
/french-verb-repeter.html,verb-conjugation (lang-verb-X),TEMPLATED,2812,4499,53,58.6,2020-09,2026-09,+118%
/spanish-verb-imponer.html,verb-conjugation (lang-verb-X),TEMPLATED,2786,5497,65,45.7,2020-09,2026-09,+21%
/spanish-verb-asumir.html,verb-conjugation (lang-verb-X),TEMPLATED,2781,4313,57,49.7,2021-04,2026-05,+137%
/spanish-verb-roncar.html,verb-conjugation (lang-verb-X),TEMPLATED,2768,4120,54,57.7,2020-09,2026-09,+264%
/spanish-verb-confiar.html,verb-conjugation (lang-verb-X),TEMPLATED,2764,4660,64,45.3,2020-09,2026-09,+41%
/spanish-verb-sentir.html,verb-conjugation (lang-verb-X),TEMPLATED,2758,4617,63,44.5,2020-09,2026-04,+10%
/french-flashcard.html,course tools,bespoke,2741,7448,70,51.7,2020-09,2026-09,+114%
/spanish-verb-exponer.html,verb-conjugation (lang-verb-X),TEMPLATED,2735,5047,68,44.1,2020-09,2026-09,+82%
/spanish-verb-adelgazar.html,verb-conjugation (lang-verb-X),TEMPLATED,2724,5052,67,43.2,2020-09,2026-06,+26%
/spanish-verb-desvestir.html,verb-conjugation (lang-verb-X),TEMPLATED,2708,4207,58,49.2,2020-10,2026-09,+115%
/25Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2693,4088,56,48.1,2020-09,2026-08,+52%
/6Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2678,4984,68,41.8,2020-09,2026-09,+55%
/spanish-verb-admitir.html,verb-conjugation (lang-verb-X),TEMPLATED,2675,4998,60,47.8,2020-09,2026-09,-10%
/french-for-boat.html,X-for-word lessons,TEMPLATED-ish,2672,4864,58,48.6,2020-09,2025-12,-2%
/spanish-verb-constituir.html,verb-conjugation (lang-verb-X),TEMPLATED,2672,3289,27,133.6,2020-09,2026-09,+891%
/spanish-bescherelle.html,OTHER / bespoke,bespoke,2656,4523,69,40.2,2020-09,2026-09,+49%
/learn-spanish-verb-books.html,course landing,bespoke,2638,3209,11,263.8,2025-11,2026-09,-76%
/masculine-gender.html,verbs/grammar (bespoke),bespoke,2637,6143,67,79.9,2020-09,2026-09,-12%
/french-verb-peler.html,verb-conjugation (lang-verb-X),TEMPLATED,2630,4159,61,43.1,2020-09,2026-08,+76%
/learn-spanish-pics.html,course tools,bespoke,2624,5587,62,46.0,2020-09,2026-09,-28%
/learn-spanish-ebook.html,course tools,bespoke,2605,7756,72,53.2,2020-09,2026-09,+200%
/french-verb-souhaiter.html,verb-conjugation (lang-verb-X),TEMPLATED,2604,4079,57,45.7,2020-09,2026-09,+43%
/spanish-verb-acudir.html,verb-conjugation (lang-verb-X),TEMPLATED,2595,4741,62,44.0,2021-03,2026-09,+84%
/24Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2585,3563,60,43.8,2020-09,2026-08,+29%
/learn-spanish-like-crazy.html,course landing,bespoke,2573,6223,62,66.0,2020-09,2026-09,+292%
/spanish-for-say.html,X-for-word lessons,TEMPLATED-ish,2571,5064,62,46.7,2020-09,2026-09,-21%
/13Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2557,3365,56,46.5,2020-09,2026-09,+37%
/spanish-verb-extender.html,verb-conjugation (lang-verb-X),TEMPLATED,2531,4123,62,41.5,2020-09,2026-09,+42%
/spanish-for-take.html,X-for-word lessons,TEMPLATED-ish,2530,4431,68,40.2,2020-09,2026-09,+43%
/spanish-verb-analizar.html,verb-conjugation (lang-verb-X),TEMPLATED,2510,3746,53,50.2,2020-09,2026-06,+96%
/spanish-for-wave.html,X-for-word lessons,TEMPLATED-ish,2506,3794,41,64.3,2023-04,2026-09,+117%
/french-verb-colorier.html,verb-conjugation (lang-verb-X),TEMPLATED,2489,3626,58,42.9,2020-09,2026-07,+41%
/spanish-verb-transferir.html,verb-conjugation (lang-verb-X),TEMPLATED,2488,4062,60,44.4,2020-09,2026-09,+77%
/spanish-verb-guiar.html,verb-conjugation (lang-verb-X),TEMPLATED,2486,4110,63,41.4,2020-09,2026-09,+42%
/french-verb-exiger.html,verb-conjugation (lang-verb-X),TEMPLATED,2473,4371,61,42.6,2020-09,2026-09,+32%
/french-football.html,OTHER / bespoke,bespoke,2467,4238,57,45.7,2020-09,2026-09,+22%
/spanish-verb-enfatizar.html,verb-conjugation (lang-verb-X),TEMPLATED,2465,3301,23,154.1,2021-07,2026-07,+616%
/spanish-verb-plantar.html,verb-conjugation (lang-verb-X),TEMPLATED,2450,4267,60,44.5,2020-09,2026-09,+57%
/31Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2443,4167,66,42.9,2020-09,2026-09,+49%
/french-lesson-dialogues.html,lesson (other),bespoke,2435,3909,46,59.4,2020-09,2025-11,-67%
/spanish-verb-ahogar.html,verb-conjugation (lang-verb-X),TEMPLATED,2423,3890,54,46.6,2021-08,2026-09,+140%
/french-verb-sauver.html,verb-conjugation (lang-verb-X),TEMPLATED,2413,4133,63,39.6,2020-10,2026-09,+9%
/french-verb-tendre.html,verb-conjugation (lang-verb-X),TEMPLATED,2387,3334,62,39.8,2020-09,2026-08,+67%
/spanish-verb-remover.html,verb-conjugation (lang-verb-X),TEMPLATED,2384,3843,59,41.1,2020-09,2026-09,+65%
/spanish-verb-merecer.html,verb-conjugation (lang-verb-X),TEMPLATED,2376,2988,20,182.8,2021-06,2026-07,+1323%
/fiesta-de-san-fermin.html,OTHER / bespoke,bespoke,2367,4022,60,40.8,2020-09,2026-07,+73%
/champs-elysees.html,OTHER / bespoke,bespoke,2329,2027,59,39.5,2020-09,2026-07,+15%
/spanish-verb-evaluar.html,verb-conjugation (lang-verb-X),TEMPLATED,2320,3823,60,40.7,2020-09,2026-08,+71%
/spanish-verb-atribuir.html,verb-conjugation (lang-verb-X),TEMPLATED,2308,3479,32,121.5,2020-09,2026-03,+859%
/spanish-verb-convenir.html,verb-conjugation (lang-verb-X),TEMPLATED,2300,4262,63,39.7,2020-09,2026-09,+45%
/learn-italian-blog.html,blog,bespoke,2287,5656,68,54.5,2020-09,2026-09,+122%
/spanish-verb-suspender.html,verb-conjugation (lang-verb-X),TEMPLATED,2284,3683,55,42.3,2020-09,2026-05,+33%
/german-proverb-of-the-day.html,proverb (other),bespoke,2275,6267,66,56.9,2020-09,2026-09,+208%
/spanish-for-stop.html,X-for-word lessons,TEMPLATED-ish,2269,6559,70,56.7,2020-09,2026-09,+212%
/french-for-advise.html,X-for-word lessons,TEMPLATED-ish,2267,5997,65,63.0,2020-09,2026-09,+237%
/spanish-verb-atacar.html,verb-conjugation (lang-verb-X),TEMPLATED,2265,4892,67,39.1,2020-09,2026-08,+23%
/french-newsletter.html,OTHER / bespoke,bespoke,2255,9113,70,53.7,2020-09,2026-09,+232%
/spanish-verb-meter.html,verb-conjugation (lang-verb-X),TEMPLATED,2254,3654,53,45.1,2020-09,2026-05,-42%
/1Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2224,5868,70,37.7,2020-09,2026-08,+51%
/french-verb-se-oublier.html,verb-conjugation (lang-verb-X),TEMPLATED,2203,3479,51,44.1,2020-09,2026-09,+60%
/spanish-verb-intervenir.html,verb-conjugation (lang-verb-X),TEMPLATED,2201,3372,59,40.0,2020-09,2026-08,+72%
/spanish-verb-bostezar.html,verb-conjugation (lang-verb-X),TEMPLATED,2188,3706,52,47.6,2021-04,2026-09,+178%
/spanish-memory-trigger.html,OTHER / bespoke,bespoke,2183,6603,66,48.5,2020-09,2026-09,+141%
/french-verb-selectionner.html,verb-conjugation (lang-verb-X),TEMPLATED,2178,2405,10,311.1,2020-09,2026-09,-66%
/spanish-verb-carecer.html,verb-conjugation (lang-verb-X),TEMPLATED,2175,3279,54,41.8,2020-09,2026-06,+78%
/spanish-verb-chocar.html,verb-conjugation (lang-verb-X),TEMPLATED,2159,3612,58,40.0,2020-09,2026-09,+8%
/spanish-verb-depender.html,verb-conjugation (lang-verb-X),TEMPLATED,2158,3774,55,42.3,2020-09,2026-04,+45%
/28Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2143,2401,48,45.6,2020-09,2026-08,+139%
/french-memory-trigger.html,OTHER / bespoke,bespoke,2140,5994,64,62.9,2020-09,2026-09,+231%
/french-travel-word.html,OTHER / bespoke,bespoke,2137,5931,65,50.9,2020-09,2026-09,+233%
/spanish-verb-impedir.html,verb-conjugation (lang-verb-X),TEMPLATED,2135,5170,56,47.4,2020-09,2026-09,+11%
/spanish-verb-sacudir.html,verb-conjugation (lang-verb-X),TEMPLATED,2135,3076,44,50.8,2020-11,2026-09,+136%
/french-verb-verser.html,verb-conjugation (lang-verb-X),TEMPLATED,2134,3876,58,38.8,2020-09,2026-09,+11%
/spanish-verb-pellizcar.html,verb-conjugation (lang-verb-X),TEMPLATED,2131,2760,14,177.6,2022-08,2026-09,+331%
/spanish-verb-ser.html,verb-conjugation (lang-verb-X),TEMPLATED,2123,4627,62,46.2,2020-09,2026-09,+121%
/4Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2114,3298,47,47.0,2020-09,2026-05,-3%
/spanish-verb-influir.html,verb-conjugation (lang-verb-X),TEMPLATED,2113,3338,51,43.1,2021-10,2026-09,+53%
/spanish-verb-posponer.html,verb-conjugation (lang-verb-X),TEMPLATED,2109,4196,64,37.7,2020-09,2026-09,+93%
/learn-languages.html,OTHER / bespoke,bespoke,2076,4702,55,48.3,2020-09,2026-08,-43%
/spanish-verb-pretender.html,verb-conjugation (lang-verb-X),TEMPLATED,2069,2993,53,41.4,2020-10,2026-07,+93%
/spanish-travel-word.html,OTHER / bespoke,bespoke,2065,6419,66,64.5,2020-09,2026-09,+240%
/7Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2047,3681,49,51.2,2020-09,2026-08,+27%
/spanish-for-arrive.html,X-for-word lessons,TEMPLATED-ish,2039,3262,49,47.4,2020-09,2025-11,-38%
/spanish-verb-consumir.html,verb-conjugation (lang-verb-X),TEMPLATED,2027,2898,53,39.0,2020-09,2026-09,+62%
/chinese-memory-triggers.html,OTHER / bespoke,bespoke,2023,6337,68,63.2,2020-09,2026-09,+315%
/spanish-verb-tejer.html,verb-conjugation (lang-verb-X),TEMPLATED,2019,3075,51,40.4,2020-12,2026-08,+101%
/15Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,2012,2904,46,45.7,2020-09,2026-09,+110%
/verb-tenses.html,OTHER / bespoke,bespoke,2011,3045,54,37.9,2020-09,2026-03,+4%
/tu-and-vous.html,OTHER / bespoke,bespoke,2005,2677,42,48.9,2020-09,2026-07,+115%
/language-lesson.html,lesson (other),bespoke,1951,3248,37,69.7,2020-09,2025-10,-74%
/spanish-verb-fingir.html,verb-conjugation (lang-verb-X),TEMPLATED,1950,3707,54,43.3,2020-09,2026-09,+29%
/spanish-verb-envejecer.html,verb-conjugation (lang-verb-X),TEMPLATED,1945,2166,8,324.2,2021-06,2026-03,+242%
/spanish-verb-conceder.html,verb-conjugation (lang-verb-X),TEMPLATED,1941,3788,54,44.1,2020-09,2026-09,+142%
/spanish-proverb.html,proverb (other),bespoke,1939,4520,64,34.6,2020-09,2026-05,+45%
/spanish-verb-comparecer.html,verb-conjugation (lang-verb-X),TEMPLATED,1926,2101,6,321.0,2025-12,2026-09,-62%
/learn-spanish-sentences.html,course tools,bespoke,1921,4305,62,32.6,2020-09,2025-11,+20%
/french-verb-voler.html,verb-conjugation (lang-verb-X),TEMPLATED,1921,4148,61,36.9,2020-09,2026-09,+58%
/german-feminine.html,OTHER / bespoke,bespoke,1903,3076,31,73.2,2020-09,2026-09,-26%
/spanish-verb-temer.html,verb-conjugation (lang-verb-X),TEMPLATED,1899,3124,42,48.7,2021-03,2026-09,+160%
/encyclopedia-britannica.html,OTHER / bespoke,bespoke,1895,3006,50,38.7,2020-09,2026-01,-3%
/spanish-verb-tragar.html,verb-conjugation (lang-verb-X),TEMPLATED,1881,3084,55,40.0,2020-09,2026-09,+69%
/spanish-verb-abogar.html,verb-conjugation (lang-verb-X),TEMPLATED,1877,3272,36,64.7,2021-01,2026-09,+141%
/french-verb-couvrir.html,verb-conjugation (lang-verb-X),TEMPLATED,1877,3032,41,49.4,2020-09,2026-09,+31%
/spanish-verb-moler.html,verb-conjugation (lang-verb-X),TEMPLATED,1870,3094,47,40.7,2020-09,2026-09,+117%
/french-verb-segmenter.html,verb-conjugation (lang-verb-X),TEMPLATED,1870,2055,5,467.5,2020-09,2026-03,-9%
/spanish-vocab-turbobooster.html,course tools,bespoke,1869,5738,61,56.6,2020-09,2026-09,+240%
/spanish-por-para.html,verbs/grammar (bespoke),bespoke,1865,4424,61,38.1,2020-11,2026-05,+90%
/learn-spanish-newsletter.html,course landing,bespoke,1858,2228,56,33.2,2020-09,2026-08,+23%
/spanish-verb-empobrecer.html,verb-conjugation (lang-verb-X),TEMPLATED,1858,1959,4,464.5,2025-12,2026-03,-8%
/13Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1837,3198,54,36.7,2020-09,2026-09,+12%
/1Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1833,3182,59,33.9,2020-09,2026-08,+84%
/french-verb-amener.html,verb-conjugation (lang-verb-X),TEMPLATED,1823,3203,43,48.0,2021-03,2026-06,+45%
/spanish-for-flour.html,X-for-word lessons,TEMPLATED-ish,1812,3230,42,47.7,2021-08,2026-09,+117%
/spanish-verb-desaparecer.html,verb-conjugation (lang-verb-X),TEMPLATED,1810,2939,46,43.1,2020-09,2026-06,+98%
/french-verb-couter.html,verb-conjugation (lang-verb-X),TEMPLATED,1807,3459,49,42.0,2021-06,2026-05,+117%
/spanish-verb-reconstruir.html,verb-conjugation (lang-verb-X),TEMPLATED,1801,1877,4,450.2,2025-12,2026-03,-8%
/german-for-fish.html,X-for-word lessons,TEMPLATED-ish,1786,2355,38,48.3,2020-10,2025-12,+114%
/16.french-word-a-day.html,french-word-a-day (N.),TEMPLATED,1786,1050,43,41.5,2020-09,2026-09,+59%
/french-sentences.html,course tools,bespoke,1778,3853,58,35.6,2020-09,2026-07,+78%
/french-for-pea.html,X-for-word lessons,TEMPLATED-ish,1770,4754,66,36.1,2020-10,2026-09,+63%
/welsh-memory-trigger.html,OTHER / bespoke,bespoke,1764,5709,64,56.9,2020-09,2026-09,+247%
/french-verb-completer.html,verb-conjugation (lang-verb-X),TEMPLATED,1761,3020,40,48.9,2020-09,2026-09,+119%
/french-verb-etendre.html,verb-conjugation (lang-verb-X),TEMPLATED,1761,2962,49,41.9,2020-09,2026-09,+43%
/french-verb-feter.html,verb-conjugation (lang-verb-X),TEMPLATED,1758,2743,42,46.3,2020-12,2026-09,+182%
/spanish-verb-lidiar.html,verb-conjugation (lang-verb-X),TEMPLATED,1754,3877,49,39.9,2021-01,2026-09,+22%
/flashcard.html,course tools,bespoke,1735,4423,60,32.1,2020-09,2026-05,-4%
/french-verb-punir.html,verb-conjugation (lang-verb-X),TEMPLATED,1719,3125,49,44.1,2020-09,2026-09,-21%
/spanish-verb-abarcar.html,verb-conjugation (lang-verb-X),TEMPLATED,1719,2796,27,86.0,2020-09,2026-09,-44%
/spanish-verb-confundir.html,verb-conjugation (lang-verb-X),TEMPLATED,1711,2532,54,34.9,2020-09,2026-07,+45%
/10Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED,1699,2822,52,35.4,2020-09,2026-09,+10%
/french-verb-concevoir.html,verb-conjugation (lang-verb-X),TEMPLATED,1697,3042,54,36.9,2020-09,2026-09,+39%
/spanish-for-mother.html,X-for-word lessons,TEMPLATED-ish,1696,4787,49,73.7,2021-04,2026-09,+402%
