primary_legacy_refn,source_kind,source_filename,source_path,target_ext,all_legacy_refns_count,all_legacy_refns
5447,jpg,ZE10021.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10021.JPG,jpg,2,"5447,15447"
5450,jpg,ZE10022.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10022.jpg,jpg,2,"5450,15450"
5451,jpg,ze10023.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10023.jpg,jpg,2,"5451,15451"
5452,jpg,ZE10024.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10024.JPG,jpg,2,"5452,15452"
5582,jpg,ze10018.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10018.jpg,jpg,2,"5582,15582"
5583,jpg,ze10025.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10025.jpg,jpg,2,"5583,15583"
5584,jpg,ze10026.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10026.jpg,jpg,2,"5584,15584"
5585,jpg,ZE10201.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10201.jpg,jpg,2,"5585,15585"
5588,jpg,ZE10161.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10161.jpg,jpg,2,"5588,15588"
5609,jpg,ZE10202.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10202.JPG,jpg,2,"5609,15609"
5716,jpg,ZE13310.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE13310.JPG,jpg,2,"5716,15716"
5732,jpg,ze10162.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10162.jpg,jpg,2,"5732,15732"
5733,jpg,ZE13440.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE13440.jpg,jpg,2,"5733,15733"
5734,jpg,ZE13450.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE13450.jpg,jpg,2,"5734,15734"
5735,jpg,ze13460.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze13460.jpg,jpg,2,"5735,15735"
5736,jpg,ze13470.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze13470.jpg,jpg,2,"5736,15736"
5737,jpg,ZE13480.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE13480.jpg,jpg,2,"5737,15737"
5738,jpg,ze10031.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10031.jpg,jpg,2,"5738,15738"
5739,jpg,ze10032.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10032.jpg,jpg,2,"5739,15739"
5740,jpg,ze10033.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10033.jpg,jpg,2,"5740,15740"
5741,jpg,ze10034.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10034.jpg,jpg,2,"5741,15741"
5742,jpg,ze10035.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10035.jpg,jpg,2,"5742,15742"
5743,jpg,ze10036.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10036.jpg,jpg,2,"5743,15743"
5744,jpg,ZE10163.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10163.jpg,jpg,2,"5744,15744"
5745,jpg,ze10203.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10203.JPG,jpg,2,"5745,15745"
5746,jpg,ZE13312.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE13312.JPG,jpg,2,"5746,15746"
5747,jpg,ze10037.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10037.jpg,jpg,2,"5747,15747"
5748,jpg,ze10038.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10038.jpg,jpg,2,"5748,15748"
6140,jpg,ze10159.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10159.JPG,jpg,1,6140
6325,jpg,ZE10039.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10039.JPG,jpg,2,"6325,16325"
6334,jpg,ZE10043.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10043.jpg,jpg,2,"6334,16334"
6385,swf,ze10045.swf,/tmp/flashcard-converted/ze10045.png,png,1,6385
6386,swf,ZE10141.swf,/tmp/flashcard-converted/ZE10141.png,png,2,"6386,16386"
6387,swf,ZE10142.swf,/tmp/flashcard-converted/ZE10142.png,png,2,"6387,16387"
6388,swf,ZE10204.swf,/tmp/flashcard-converted/ZE10204.png,png,2,"6388,16388"
6389,swf,ZE10205.swf,/tmp/flashcard-converted/ZE10205.png,png,2,"6389,16389"
6390,swf,ZE10164.swf,/tmp/flashcard-converted/ZE10164.png,png,2,"6390,16390"
6391,swf,ZE10165.swf,/tmp/flashcard-converted/ZE10165.png,png,2,"6391,16391"
6392,swf,ZE10166.swf,/tmp/flashcard-converted/ZE10166.png,png,2,"6392,16392"
6393,swf,ZE10167.swf,/tmp/flashcard-converted/ZE10167.png,png,2,"6393,16393"
6394,swf,ZE10168.swf,/tmp/flashcard-converted/ZE10168.png,png,2,"6394,16394"
6395,swf,ZE10169.swf,/tmp/flashcard-converted/ZE10169.png,png,2,"6395,10797"
6396,swf,ZE10171.swf,/tmp/flashcard-converted/ZE10171.png,png,2,"6396,16396"
6397,swf,ZE10172.swf,/tmp/flashcard-converted/ZE10172.png,png,2,"6397,16397"
6398,jpg,ZE10173.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10173.jpg,jpg,2,"6398,16398"
6399,swf,ZE10174.swf,/tmp/flashcard-converted/ZE10174.png,png,2,"6399,16399"
6491,swf,ZE10561.swf,/tmp/flashcard-converted/ZE10561.png,png,1,6491
6512,jpg,ze10047.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10047.jpg,jpg,2,"6512,16512"
6513,jpg,ze10048.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10048.jpg,jpg,2,"6513,16513"
6548,jpg,ZE10053.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10053.jpg,jpg,2,"6548,16548"
6575,jpg,ze10054.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10054.jpg,jpg,2,"6575,16575"
6757,jpg,ZE10941.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10941.JPG,jpg,2,"6757,16757"
6932,swf,ze10067.swf,/tmp/flashcard-converted/ze10067.png,png,2,"6932,16932"
