primary_legacy_refn,source_kind,source_filename,source_path,target_ext,all_legacy_refns_count,all_legacy_refns
904,jpg,"to last ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to last ,v.jpg",jpg,2,"904,10904"
905,jpg,"to laugh ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to laugh ,v.jpg",jpg,2,"905,10905"
906,jpg,"to learn ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to learn ,v.jpg",jpg,2,"906,10906"
907,jpg,"to let ,to leave ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to let ,to leave ,v.jpg",jpg,2,"907,10907"
908,jpg,"to listen ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to listen ,v.jpg",jpg,2,"908,10908"
909,jpg,"to live ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to live ,v.jpg",jpg,2,"909,10909"
910,jpg,"to look at ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to look at ,v.jpg",jpg,2,"910,10910"
911,jpg,"to look for ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to look for ,v.jpg",jpg,2,"911,10911"
912,jpg,"to love ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to love ,v.jpg",jpg,2,"912,10912"
913,jpg,"to desire ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to desire ,v.jpg",jpg,2,"913,10913"
914,jpg,"to jump ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to jump ,v.jpg",jpg,2,"914,10914"
915,jpg,"to need ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to need ,v.jpg",jpg,2,"915,10915"
916,jpg,"to open ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to open ,v.jpg",jpg,2,"916,10916"
917,jpg,"to pack ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to pack ,v.jpg",jpg,2,"917,10917"
918,jpg,"to paint ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to paint ,v.jpg",jpg,1,918
919,jpg,"to park ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to park ,v.jpg",jpg,2,"919,10919"
920,jpg,"to pay ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to pay ,v.jpg",jpg,2,"920,10920"
921,jpg,"to phone ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to phone ,v.jpg",jpg,2,"921,10921"
922,jpg,"to play ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to play ,v.jpg",jpg,2,"922,10922"
923,jpg,"to please ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to please ,v.jpg",jpg,2,"923,10923"
924,jpg,"to postpone ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to postpone ,v.jpg",jpg,2,"924,10924"
925,jpg,"to push ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to push ,v.jpg",jpg,2,"925,10925"
926,jpg,"to put ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to put ,v.jpg",jpg,2,"926,10926"
927,jpg,"to put (on) ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to put (on) ,v.jpg",jpg,2,"927,10927"
928,jpg,"to rain ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to rain ,v.jpg",jpg,2,"928,10928"
929,jpg,"to read ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to read ,v.jpg",jpg,1,929
930,jpg,"to remember ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to remember ,v.jpg",jpg,1,930
931,jpg,"to rent ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to rent ,v.jpg",jpg,1,931
933,jpg,"to say ,to tell ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to say ,to tell ,v.jpg",jpg,2,"933,10933"
934,jpg,"to see ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to see ,v.jpg",jpg,2,"934,10934"
935,jpg,"to send ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to send ,v.jpg",jpg,1,935
936,jpg,"to shake ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to shake ,v.jpg",jpg,2,"936,10936"
937,jpg,"to shave ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to shave ,v.jpg",jpg,2,"937,10937"
938,jpg,"to shout ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to shout ,v.jpg",jpg,2,"938,10938"
939,jpg,"to shower ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to shower ,v.jpg",jpg,1,939
940,jpg,"to sing ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to sing ,v.jpg",jpg,2,"940,10940"
941,jpg,"to sit down ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to sit down ,v.jpg",jpg,2,"941,10941"
942,jpg,"to sleep ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to sleep ,v.jpg",jpg,2,"942,10942"
943,jpg,"to smell of ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to smell of ,v.jpg",jpg,2,"943,10943"
944,jpg,"to smile ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to smile ,v.jpg",jpg,2,"944,10944"
945,jpg,"to smoke ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to smoke ,v.jpg",jpg,2,"945,10945"
946,jpg,"to snow ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to snow ,v.jpg",jpg,2,"946,10946"
947,jpg,"to speak ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to speak ,v.jpg",jpg,2,"947,10947"
948,jpg,"to spend (money) ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to spend (money) ,v.jpg",jpg,2,"948,10948"
949,jpg,"to spend (time) ,to happen ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to spend (time) ,to happen ,v.jpg",jpg,1,949
950,jpg,"to stay (remain) ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to stay (remain) ,v.jpg",jpg,2,"950,10950"
952,jpg,"to stop ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to stop ,v.jpg",jpg,1,952
953,jpg,"to swim ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to swim ,v.jpg",jpg,1,953
954,jpg,"to switch off or turn off ,to put out (fire) ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to switch off or turn off ,to put out (fire) ,v.jpg",jpg,2,"954,10954"
955,swf,"to switch the light on ,v.swf","/tmp/flashcard-converted/to switch the light on ,v.png",png,2,"955,10955"
959,jpg,"to think ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to think ,v.jpg",jpg,2,"959,10959"
960,jpg,"to throw (away) ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to throw (away) ,v.jpg",jpg,1,960
961,jpg,"to travel ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to travel ,v.jpg",jpg,2,"961,10961"
962,jpg,"to understand ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to understand ,v.jpg",jpg,1,962
963,jpg,"to use ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to use ,v.jpg",jpg,2,"963,10963"
964,swf,"to visit (a siteperson) ,v.swf","/tmp/flashcard-converted/to visit (a siteperson) ,v.png",png,2,"964,10964"
965,jpg,"to hope ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to hope ,v.jpg",jpg,2,"965,10965"
966,jpg,"to wait ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to wait ,v.jpg",jpg,2,"966,10966"
967,jpg,"to wake (oneself) up ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to wake (oneself) up ,v.jpg",jpg,2,"967,10967"
968,jpg,"to walk ,v.JPG","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to walk ,v.JPG",jpg,2,"968,10968"
969,jpg,"to wash ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to wash ,v.jpg",jpg,2,"969,10969"
970,jpg,"to taste ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to taste ,v.jpg",jpg,2,"970,10970"
971,jpg,"to write ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to write ,v.jpg",jpg,1,971
972,jpg,"today ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/today ,adv.jpg",jpg,1,972
973,jpg,"toe ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/toe ,il.jpg",jpg,1,973
974,jpg,"together ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/together ,adv.jpg",jpg,1,974
975,jpg,"toilet ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/toilet ,il.jpg",jpg,2,"975,10975"
976,jpg,"toilet paper ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/toilet paper ,la.jpg",jpg,2,"976,10976"
977,jpg,"(town) square ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/(town) square ,la.jpg",jpg,2,"977,10977"
978,jpg,"tomato ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/tomato ,il.jpg",jpg,2,"978,10978"
979,jpg,"tomorrow, morning ,adjadv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/tomorrow, morning ,adjadv.jpg",jpg,1,979
980,jpg,"too much ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/too much ,adj.jpg",jpg,2,"980,10980"
981,jpg,"tooth ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/tooth ,il.jpg",jpg,1,981
982,jpg,"toothbrush ,lo.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/toothbrush ,lo.jpg",jpg,2,"982,10982"
983,jpg,"towards ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/towards ,prep.jpg",jpg,2,"983,10983"
984,jpg,"towel ,bath towel ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/towel ,bath towel ,l (m).jpg",jpg,1,984
985,jpg,"traffic jam ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/traffic jam ,l (m).jpg",jpg,2,"985,10985"
986,jpg,"train ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/train ,il.jpg",jpg,2,"986,10986"
987,jpg,"traveller ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/traveller ,il.jpg",jpg,2,"987,10987"
988,jpg,"tree ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/tree ,l (m).jpg",jpg,2,"988,10988"
989,jpg,"trousers ,npl.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/trousers ,npl.jpg",jpg,2,"989,10989"
990,jpg,"t-shirt ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/t-shirt ,la.jpg",jpg,1,990
991,swf,"Tuesday ,m.swf","/tmp/flashcard-converted/Tuesday ,m.png",png,2,"991,10991"
992,jpg,"tuna (tunny fish) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/tuna (tunny fish) ,il.jpg",jpg,2,"992,10992"
993,jpg,"turkey ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/turkey ,il.jpg",jpg,2,"993,10993"
994,swf,"turquoise ,adj.swf","/tmp/flashcard-converted/turquoise ,adj.png",png,2,"994,10994"
995,jpg,"TV ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/TV ,la.jpg",jpg,2,"995,10995"
996,swf,"twelve ,num.swf","/tmp/flashcard-converted/twelve ,num.png",png,1,996
997,swf,"twenty ,num.swf","/tmp/flashcard-converted/twenty ,num.png",png,1,997
998,swf,"two ,num.swf","/tmp/flashcard-converted/two ,num.png",png,2,"998,10998"
999,swf,"two hundred ,num.swf","/tmp/flashcard-converted/two hundred ,num.png",png,1,999
1000,jpg,"umbrella ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/umbrella ,l (m).jpg",jpg,2,"1000,11000"
1001,jpg,"uncle ,lo.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/uncle ,lo.jpg",jpg,1,1001
1002,jpg,"under ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/under ,adv.jpg",jpg,1,1002
1003,jpg,"until ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/until ,prep.jpg",jpg,2,"1003,11003"
1005,jpg,"up ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/up ,adv.jpg",jpg,2,"1005,11005"
1007,jpg,"usually ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/usually ,adv.jpg",jpg,1,1007
1008,jpg,"vegetable ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/vegetable ,la.jpg",jpg,2,"1008,11008"
1011,jpg,"walk ,stroll ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/walk ,stroll ,la.jpg",jpg,1,1011
1012,jpg,"wall (exterior) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wall (exterior) ,il.jpg",jpg,1,1012
1013,jpg,"fireplace ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/fireplace ,il.jpg",jpg,2,"1013,11013"
1014,jpg,"wardrobe ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wardrobe ,il.jpg",jpg,1,1014
1015,jpg,"spicy ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/spicy ,adj.jpg",jpg,2,"1015,11015"
1016,jpg,"washbasin ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/washbasin ,il.jpg",jpg,2,"1016,11016"
1017,jpg,"water ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/water ,l (f).jpg",jpg,1,1017
1018,jpg,"coffetable ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/coffetable ,il.jpg",jpg,2,"1018,11018"
1019,jpg,"wave (sea) ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wave (sea) ,l (f).jpg",jpg,2,"1019,11019"
1020,jpg,"we ,prn.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/we ,prn.jpg",jpg,2,"1020,11020"
1021,jpg,"weak ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/weak ,adj.jpg",jpg,2,"1021,11021"
1022,jpg,"weather ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/weather ,il.jpg",jpg,2,"1022,11022"
1023,swf,"Wednesday ,m.swf","/tmp/flashcard-converted/Wednesday ,m.png",png,1,1023
1024,swf,"week ,la.swf","/tmp/flashcard-converted/week ,la.png",png,1,1024
1025,swf,"weekend ,il.swf","/tmp/flashcard-converted/weekend ,il.png",png,1,1025
1026,jpg,"well ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/well ,adv.jpg",jpg,2,"1026,11026"
1028,jpg,"what a pity what a shame ,exc.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/what a pity what a shame ,exc.jpg",jpg,2,"1028,11028"
1029,jpg,"what ,q.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/what ,q.jpg",jpg,2,"1029,11029"
1030,jpg,"when ,q.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/when ,q.jpg",jpg,2,"1030,11030"
1031,jpg,"from where ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/from where ,prep.jpg",jpg,2,"1031,11031"
1032,jpg,"where ,q.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/where ,q.jpg",jpg,2,"1032,11032"
1033,jpg,"while ,conj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/while ,conj.jpg",jpg,2,"1033,11033"
1034,swf,"white ,adj.swf","/tmp/flashcard-converted/white ,adj.png",png,2,"1034,11034"
1035,jpg,"who ,q.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/who ,q.jpg",jpg,2,"1035,11035"
1036,jpg,"why ,q.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/why ,q.jpg",jpg,1,1036
1037,jpg,"wide ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wide ,adj.jpg",jpg,2,"1037,11037"
1038,jpg,"far from here ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/far from here ,adj.jpg",jpg,1,1038
1039,jpg,"wife ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wife ,la.jpg",jpg,1,1039
1040,jpg,"wind ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wind ,il.jpg",jpg,2,"1040,11040"
1041,jpg,"window ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/window ,la.jpg",jpg,2,"1041,11041"
1042,jpg,"wine ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/wine ,il.jpg",jpg,1,1042
1043,jpg,"winter ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/winter ,l (m).jpg",jpg,1,1043
1044,jpg,"with ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/with ,prep.jpg",jpg,1,1044
1045,jpg,"with me ,prn.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/with me ,prn.jpg",jpg,2,"1045,11045"
1046,jpg,"without ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/without ,prep.jpg",jpg,2,"1046,11046"
1047,jpg,"woman ,wife ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/woman ,wife ,la.jpg",jpg,2,"1047,11047"
1048,jpg,"woods ,forest ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/woods ,forest ,il.jpg",jpg,2,"1048,11048"
1049,jpg,"word ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/word ,la.jpg",jpg,1,1049
1050,jpg,"world ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/world ,il.jpg",jpg,2,"1050,11050"
1052,jpg,"year ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/year ,l (m).jpg",jpg,1,1052
1053,swf,"yellow ,adj.swf","/tmp/flashcard-converted/yellow ,adj.png",png,2,"1053,11053"
1054,jpg,"yes ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/yes ,adv.jpg",jpg,2,"1054,11054"
1055,swf,"yesterday ,adv.swf","/tmp/flashcard-converted/yesterday ,adv.png",png,1,1055
1056,jpg,"you (formal) ,prn.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/you (formal) ,prn.jpg",jpg,2,"1056,11056"
1060,jpg,"youth ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/youth ,il.jpg",jpg,2,"1060,11060"
1061,swf,"zero ,num.swf","/tmp/flashcard-converted/zero ,num.png",png,2,"1061,11061"
1062,swf,"although ,conj.swf","/tmp/flashcard-converted/although ,conj.png",png,2,"1062,11062"
1063,jpg,"spaghetti ,npl.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/spaghetti ,npl.jpg",jpg,1,1063
1220,swf,ZE10098.swf,/tmp/flashcard-converted/ZE10098.png,png,1,1220
1221,swf,ZE10099.swf,/tmp/flashcard-converted/ZE10099.png,png,1,1221
1222,swf,ZE10101.swf,/tmp/flashcard-converted/ZE10101.png,png,1,1222
1275,jpg,ZE10104.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10104.jpg,jpg,1,1275
1276,swf,ZE10105.swf,/tmp/flashcard-converted/ZE10105.png,png,2,"1276,11276"
1277,jpg,ZE10106.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10106.JPG,jpg,1,1277
1278,jpg,ZE10107.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10107.jpg,jpg,1,1278
2091,jpg,ZE10176.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10176.jpg,jpg,1,2091
2092,swf,ZE10177.swf,/tmp/flashcard-converted/ZE10177.png,png,1,2092
2093,jpg,ZE10178.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10178.jpg,jpg,1,2093
3428,jpg,ZE10108.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10108.jpg,jpg,2,"3428,13428"
3429,jpg,ZE10109.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10109.jpg,jpg,2,"3429,13429"
3493,jpg,ZE10111.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10111.jpg,jpg,1,3493
5284,jpg,ze10000.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10000.JPG,jpg,2,"5284,15284"
5287,swf,ZE10020.swf,/tmp/flashcard-converted/ZE10020.png,png,2,"5287,15287"
5290,swf,ZE10040.swf,/tmp/flashcard-converted/ZE10040.png,png,2,"5290,15290"
5291,jpg,"clean,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/clean,adj.jpg",jpg,2,"5291,15291"
5292,jpg,ze10003.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10003.jpg,jpg,2,"5292,15292"
5296,jpg,ze10007.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10007.jpg,jpg,1,5296
5297,jpg,ze10008.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10008.jpg,jpg,2,"5297,15297"
5298,jpg,ZE10050.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10050.jpg,jpg,2,"5298,15298"
5301,jpg,ze10011.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10011.jpg,jpg,2,"5301,15301"
5302,jpg,ZE10070.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10070.JPG,jpg,2,"5302,15302"
5303,jpg,ze10080.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10080.jpg,jpg,2,"5303,15303"
5306,jpg,ze10110.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10110.jpg,jpg,2,"5306,15306"
5307,swf,ZE10041.swf,/tmp/flashcard-converted/ZE10041.png,png,2,"5307,15307"
5311,jpg,ZE10140.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10140.jpg,jpg,2,"5311,15311"
5312,jpg,ZE10150.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10150.jpg,jpg,2,"5312,15312"
5313,jpg,ZE10151.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10151.jpg,jpg,2,"5313,15313"
5314,swf,ZE10152.swf,/tmp/flashcard-converted/ZE10152.png,png,2,"5314,15314"
5315,swf,ZE10153.swf,/tmp/flashcard-converted/ZE10153.png,png,2,"5315,15315"
5316,swf,ZE10154.swf,/tmp/flashcard-converted/ZE10154.png,png,2,"5316,15316"
5317,swf,ZE10155.swf,/tmp/flashcard-converted/ZE10155.png,png,2,"5317,15317"
5318,swf,ZE10156.swf,/tmp/flashcard-converted/ZE10156.png,png,2,"5318,15318"
5319,jpg,ZE10160.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10160.jpg,jpg,2,"5319,15319"
5320,jpg,ZE10170.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10170.jpg,jpg,2,"5320,15320"
5321,jpg,ZE10180.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10180.jpg,jpg,2,"5321,15321"
5322,jpg,ZE10190.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10190.jpg,jpg,2,"5322,15322"
5323,jpg,ZE10200.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10200.jpg,jpg,2,"5323,15323"
5338,jpg,ZE10014.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10014.jpg,jpg,1,5338
5339,jpg,ze10015.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10015.jpg,jpg,1,5339
5342,jpg,ZE10016.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10016.jpg,jpg,2,"5342,15342"
5353,jpg,ZE10017.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10017.JPG,jpg,2,"5353,15353"
5355,jpg,ze10410.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10410.jpg,jpg,2,"5355,15355"
5426,jpg,ZE10081.JPG,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10081.JPG,jpg,2,"5426,15426"
5430,jpg,ZE10084.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ZE10084.jpg,jpg,2,"5430,15430"
5439,swf,ZE10100.swf,/tmp/flashcard-converted/ZE10100.png,png,2,"5439,15439"
5440,swf,ZE10158.swf,/tmp/flashcard-converted/ZE10158.png,png,2,"5440,15440"
5442,jpg,ze10930.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10930.jpg,jpg,2,"5442,15442"
5443,jpg,ze10940.jpg,/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ze10940.jpg,jpg,2,"5443,15443"
5445,swf,ZE10012.swf,/tmp/flashcard-converted/ZE10012.png,png,1,5445
5446,swf,ZE10013.swf,/tmp/flashcard-converted/ZE10013.png,png,1,5446
